date,tmax_c,tavg_c,tmin_c,station,source
2022-02-12,,10.0,,SYE00147760,NOAA GHCN daily-summaries
2022-02-13,17.4,7.0,,SYE00147760,NOAA GHCN daily-summaries
2022-02-14,12.2,9.2,,SYE00147760,NOAA GHCN daily-summaries
2022-02-15,,7.6,,SYE00147760,NOAA GHCN daily-summaries
2022-02-16,,10.8,5.0,SYE00147760,NOAA GHCN daily-summaries
2022-02-17,,7.9,,SYE00147760,NOAA GHCN daily-summaries
2022-02-18,,10.0,3.2,SYE00147760,NOAA GHCN daily-summaries
2022-02-19,17.0,12.1,3.6,SYE00147760,NOAA GHCN daily-summaries
2022-02-20,,11.9,6.4,SYE00147760,NOAA GHCN daily-summaries
2022-02-21,,14.4,9.6,SYE00147760,NOAA GHCN daily-summaries
2022-02-22,17.0,12.2,,SYE00147760,NOAA GHCN daily-summaries
2022-02-23,,11.3,,SYE00147760,NOAA GHCN daily-summaries
2022-02-25,13.8,11.2,,SYE00147760,NOAA GHCN daily-summaries
2022-02-26,16.4,10.8,8.8,SYE00147760,NOAA GHCN daily-summaries
2022-02-28,16.4,11.4,,SYE00147760,NOAA GHCN daily-summaries
2022-03-01,15.2,11.7,9.5,SYE00147760,NOAA GHCN daily-summaries
2022-03-02,,11.6,8.8,SYE00147760,NOAA GHCN daily-summaries
2022-03-03,,9.9,,SYE00147760,NOAA GHCN daily-summaries
2022-03-04,,9.4,,SYE00147760,NOAA GHCN daily-summaries
2022-03-05,12.6,8.6,5.2,SYE00147760,NOAA GHCN daily-summaries
2022-03-06,,8.1,4.6,SYE00147760,NOAA GHCN daily-summaries
2022-03-07,,9.1,,SYE00147760,NOAA GHCN daily-summaries
2022-03-08,17.0,12.1,6.4,SYE00147760,NOAA GHCN daily-summaries
2022-03-09,,11.2,,SYE00147760,NOAA GHCN daily-summaries
2022-03-10,15.0,10.7,,SYE00147760,NOAA GHCN daily-summaries
2022-03-11,,5.8,,SYE00147760,NOAA GHCN daily-summaries
2022-03-12,,3.8,2.0,SYE00147760,NOAA GHCN daily-summaries
2022-03-13,,3.8,,SYE00147760,NOAA GHCN daily-summaries
2022-03-14,,5.3,,SYE00147760,NOAA GHCN daily-summaries
2022-03-15,,3.9,,SYE00147760,NOAA GHCN daily-summaries
2022-03-16,,5.6,-1.7,SYE00147760,NOAA GHCN daily-summaries
2022-03-17,11.0,6.2,1.8,SYE00147760,NOAA GHCN daily-summaries
2022-03-18,11.1,8.3,4.0,SYE00147760,NOAA GHCN daily-summaries
2022-03-19,,5.4,2.0,SYE00147760,NOAA GHCN daily-summaries
2022-03-20,,5.5,,SYE00147760,NOAA GHCN daily-summaries
2022-03-21,9.0,5.7,-1.6,SYE00147760,NOAA GHCN daily-summaries
2022-03-22,12.4,7.0,2.2,SYE00147760,NOAA GHCN daily-summaries
2022-03-23,15.0,8.2,,SYE00147760,NOAA GHCN daily-summaries
2022-03-24,,9.3,4.0,SYE00147760,NOAA GHCN daily-summaries
2022-03-25,,6.8,,SYE00147760,NOAA GHCN daily-summaries
2022-03-26,,7.8,1.6,SYE00147760,NOAA GHCN daily-summaries
2022-03-27,15.5,11.2,2.8,SYE00147760,NOAA GHCN daily-summaries
2022-03-28,18.2,10.6,3.6,SYE00147760,NOAA GHCN daily-summaries
2022-03-29,,14.9,3.4,SYE00147760,NOAA GHCN daily-summaries
2022-03-30,22.2,14.8,9.0,SYE00147760,NOAA GHCN daily-summaries
2022-03-31,,15.1,8.2,SYE00147760,NOAA GHCN daily-summaries
2022-04-01,,16.2,,SYE00147760,NOAA GHCN daily-summaries
2022-04-02,28.4,18.4,,SYE00147760,NOAA GHCN daily-summaries
2022-04-03,26.6,19.7,,SYE00147760,NOAA GHCN daily-summaries
2022-04-04,25.4,16.4,,SYE00147760,NOAA GHCN daily-summaries
2022-04-05,27.8,18.1,,SYE00147760,NOAA GHCN daily-summaries
2022-04-06,26.5,18.4,12.2,SYE00147760,NOAA GHCN daily-summaries
2022-04-07,25.4,19.8,,SYE00147760,NOAA GHCN daily-summaries
2022-04-08,21.0,16.3,,SYE00147760,NOAA GHCN daily-summaries
2022-04-09,,19.1,,SYE00147760,NOAA GHCN daily-summaries
2022-04-10,25.0,15.5,,SYE00147760,NOAA GHCN daily-summaries
2022-04-11,,16.5,10.0,SYE00147760,NOAA GHCN daily-summaries
2022-04-12,,14.3,,SYE00147760,NOAA GHCN daily-summaries
2022-04-13,18.0,13.8,8.0,SYE00147760,NOAA GHCN daily-summaries
2022-04-14,,12.6,,SYE00147760,NOAA GHCN daily-summaries
2022-04-15,23.0,15.2,,SYE00147760,NOAA GHCN daily-summaries
2022-04-16,24.2,18.8,8.0,SYE00147760,NOAA GHCN daily-summaries
2022-04-17,,19.2,8.8,SYE00147760,NOAA GHCN daily-summaries
2022-04-18,,22.0,,SYE00147760,NOAA GHCN daily-summaries
2022-04-19,,19.3,,SYE00147760,NOAA GHCN daily-summaries
2022-04-20,23.0,15.7,,SYE00147760,NOAA GHCN daily-summaries
2022-04-21,,15.9,10.0,SYE00147760,NOAA GHCN daily-summaries
2022-04-22,,20.2,,SYE00147760,NOAA GHCN daily-summaries
2022-04-23,31.0,23.4,10.4,SYE00147760,NOAA GHCN daily-summaries
2022-04-24,31.6,21.3,15.0,SYE00147760,NOAA GHCN daily-summaries
2022-04-26,,25.7,17.0,SYE00147760,NOAA GHCN daily-summaries
2022-04-27,31.4,24.9,16.0,SYE00147760,NOAA GHCN daily-summaries
2022-04-28,,27.8,,SYE00147760,NOAA GHCN daily-summaries
2022-04-29,31.2,25.9,18.0,SYE00147760,NOAA GHCN daily-summaries
2022-04-30,29.4,22.9,,SYE00147760,NOAA GHCN daily-summaries
2022-05-01,26.0,19.9,,SYE00147760,NOAA GHCN daily-summaries
2022-05-02,,22.7,15.0,SYE00147760,NOAA GHCN daily-summaries
2022-05-03,,23.3,,SYE00147760,NOAA GHCN daily-summaries
2022-05-04,,20.7,,SYE00147760,NOAA GHCN daily-summaries
2022-05-05,24.1,15.6,11.3,SYE00147760,NOAA GHCN daily-summaries
2022-05-06,23.0,17.6,9.9,SYE00147760,NOAA GHCN daily-summaries
2022-05-07,25.4,17.8,,SYE00147760,NOAA GHCN daily-summaries
2022-05-08,,19.7,10.1,SYE00147760,NOAA GHCN daily-summaries
2022-05-09,,20.3,10.7,SYE00147760,NOAA GHCN daily-summaries
2022-05-10,,19.1,14.4,SYE00147760,NOAA GHCN daily-summaries
2022-05-11,27.2,20.4,,SYE00147760,NOAA GHCN daily-summaries
2022-05-12,,20.3,14.0,SYE00147760,NOAA GHCN daily-summaries
2022-05-13,,22.5,15.0,SYE00147760,NOAA GHCN daily-summaries
2022-05-14,,19.3,13.4,SYE00147760,NOAA GHCN daily-summaries
2022-05-15,28.0,21.8,18.0,SYE00147760,NOAA GHCN daily-summaries
2022-05-16,,22.9,15.4,SYE00147760,NOAA GHCN daily-summaries
2022-05-17,,25.9,14.4,SYE00147760,NOAA GHCN daily-summaries
2022-05-18,,26.3,16.0,SYE00147760,NOAA GHCN daily-summaries
2022-05-19,30.0,22.8,,SYE00147760,NOAA GHCN daily-summaries
2022-05-20,,24.6,,SYE00147760,NOAA GHCN daily-summaries
2022-05-21,28.4,21.8,,SYE00147760,NOAA GHCN daily-summaries
2022-05-22,,22.3,,SYE00147760,NOAA GHCN daily-summaries
2022-05-23,28.0,21.5,15.0,SYE00147760,NOAA GHCN daily-summaries
2022-05-24,27.0,21.9,16.0,SYE00147760,NOAA GHCN daily-summaries
2022-05-25,,24.9,,SYE00147760,NOAA GHCN daily-summaries
2022-05-26,32.4,28.8,17.0,SYE00147760,NOAA GHCN daily-summaries
2022-05-27,,31.1,19.8,SYE00147760,NOAA GHCN daily-summaries
2022-05-28,,30.9,18.2,SYE00147760,NOAA GHCN daily-summaries
2022-05-29,,26.9,20.0,SYE00147760,NOAA GHCN daily-summaries
2022-05-30,,28.4,,SYE00147760,NOAA GHCN daily-summaries
2022-05-31,38.4,27.1,,SYE00147760,NOAA GHCN daily-summaries
2022-06-01,37.4,25.2,,SYE00147760,NOAA GHCN daily-summaries
2022-06-02,,33.6,18.0,SYE00147760,NOAA GHCN daily-summaries
2022-06-03,,26.7,,SYE00147760,NOAA GHCN daily-summaries
2022-06-04,36.8,26.9,,SYE00147760,NOAA GHCN daily-summaries
2022-06-05,35.6,27.3,18.4,SYE00147760,NOAA GHCN daily-summaries
2022-06-06,33.0,26.3,17.3,SYE00147760,NOAA GHCN daily-summaries
2022-06-07,,25.5,,SYE00147760,NOAA GHCN daily-summaries
2022-06-08,34.9,27.4,18.5,SYE00147760,NOAA GHCN daily-summaries
2022-06-09,31.2,24.8,19.8,SYE00147760,NOAA GHCN daily-summaries
2022-06-11,,29.5,18.5,SYE00147760,NOAA GHCN daily-summaries
2022-06-12,,28.8,20.2,SYE00147760,NOAA GHCN daily-summaries
2022-06-13,31.0,24.6,20.6,SYE00147760,NOAA GHCN daily-summaries
2022-06-14,,27.2,19.6,SYE00147760,NOAA GHCN daily-summaries
2022-06-15,31.6,26.5,20.0,SYE00147760,NOAA GHCN daily-summaries
2022-06-16,,32.5,19.6,SYE00147760,NOAA GHCN daily-summaries
2022-06-17,,32.8,,SYE00147760,NOAA GHCN daily-summaries
2022-06-18,,29.1,,SYE00147760,NOAA GHCN daily-summaries
2022-06-19,,31.3,23.0,SYE00147760,NOAA GHCN daily-summaries
2022-06-20,36.4,31.6,20.2,SYE00147760,NOAA GHCN daily-summaries
2022-06-21,31.0,25.8,,SYE00147760,NOAA GHCN daily-summaries
2022-06-22,34.5,28.7,,SYE00147760,NOAA GHCN daily-summaries
2022-06-23,36.0,29.1,,SYE00147760,NOAA GHCN daily-summaries
2022-06-24,,28.3,,SYE00147760,NOAA GHCN daily-summaries
2022-06-25,27.6,23.4,18.4,SYE00147760,NOAA GHCN daily-summaries
2022-06-27,,27.9,18.4,SYE00147760,NOAA GHCN daily-summaries
2022-06-29,,29.7,21.0,SYE00147760,NOAA GHCN daily-summaries
2022-06-30,37.0,29.4,,SYE00147760,NOAA GHCN daily-summaries
2022-07-01,,28.8,,SYE00147760,NOAA GHCN daily-summaries
2022-07-02,,29.1,21.0,SYE00147760,NOAA GHCN daily-summaries
2022-07-03,,28.3,,SYE00147760,NOAA GHCN daily-summaries
2022-07-04,38.5,31.1,20.3,SYE00147760,NOAA GHCN daily-summaries
2022-07-05,38.3,30.3,20.5,SYE00147760,NOAA GHCN daily-summaries
2022-07-06,,29.1,21.4,SYE00147760,NOAA GHCN daily-summaries
2022-07-07,,31.7,22.8,SYE00147760,NOAA GHCN daily-summaries
2022-07-08,,31.0,,SYE00147760,NOAA GHCN daily-summaries
2022-07-09,,27.3,24.0,SYE00147760,NOAA GHCN daily-summaries
2022-07-10,,28.1,22.0,SYE00147760,NOAA GHCN daily-summaries
2022-07-11,,27.2,,SYE00147760,NOAA GHCN daily-summaries
2022-07-12,,31.7,,SYE00147760,NOAA GHCN daily-summaries
2022-07-13,36.8,27.7,23.0,SYE00147760,NOAA GHCN daily-summaries
2022-07-14,,31.2,22.6,SYE00147760,NOAA GHCN daily-summaries
2022-07-16,,30.3,22.4,SYE00147760,NOAA GHCN daily-summaries
2022-07-17,,31.8,,SYE00147760,NOAA GHCN daily-summaries
2022-07-18,,34.2,,SYE00147760,NOAA GHCN daily-summaries
2022-07-19,,30.4,,SYE00147760,NOAA GHCN daily-summaries
2022-07-20,39.0,30.3,25.0,SYE00147760,NOAA GHCN daily-summaries
2022-07-21,,29.9,24.4,SYE00147760,NOAA GHCN daily-summaries
2022-07-22,,32.3,25.0,SYE00147760,NOAA GHCN daily-summaries
2022-07-26,,31.0,,SYE00147760,NOAA GHCN daily-summaries
2022-07-28,,35.1,23.0,SYE00147760,NOAA GHCN daily-summaries
2022-07-29,,33.4,22.7,SYE00147760,NOAA GHCN daily-summaries
2022-07-30,40.0,29.1,,SYE00147760,NOAA GHCN daily-summaries
2022-07-31,,32.2,,SYE00147760,NOAA GHCN daily-summaries
2022-08-01,,31.2,,SYE00147760,NOAA GHCN daily-summaries
2022-08-02,,28.5,,SYE00147760,NOAA GHCN daily-summaries
2022-08-04,40.8,32.5,24.7,SYE00147760,NOAA GHCN daily-summaries
2022-08-05,40.4,31.8,25.4,SYE00147760,NOAA GHCN daily-summaries
2022-08-06,38.3,32.5,,SYE00147760,NOAA GHCN daily-summaries
2022-08-07,,30.3,23.3,SYE00147760,NOAA GHCN daily-summaries
2022-08-08,,29.3,21.0,SYE00147760,NOAA GHCN daily-summaries
2022-08-09,34.0,28.0,23.0,SYE00147760,NOAA GHCN daily-summaries
2022-08-10,,29.0,24.0,SYE00147760,NOAA GHCN daily-summaries
2022-08-11,,29.2,24.0,SYE00147760,NOAA GHCN daily-summaries
2022-08-12,36.0,29.2,24.0,SYE00147760,NOAA GHCN daily-summaries
2022-08-13,,31.2,24.0,SYE00147760,NOAA GHCN daily-summaries
2022-08-14,33.5,29.0,23.8,SYE00147760,NOAA GHCN daily-summaries
2022-08-15,,29.8,23.0,SYE00147760,NOAA GHCN daily-summaries
2022-08-16,,30.9,,SYE00147760,NOAA GHCN daily-summaries
2022-08-17,,29.7,,SYE00147760,NOAA GHCN daily-summaries
2022-08-18,,29.4,22.0,SYE00147760,NOAA GHCN daily-summaries
2022-08-19,35.0,27.2,,SYE00147760,NOAA GHCN daily-summaries
2022-08-20,36.2,28.7,22.0,SYE00147760,NOAA GHCN daily-summaries
2022-08-21,,30.9,,SYE00147760,NOAA GHCN daily-summaries
2022-08-22,35.6,28.4,,SYE00147760,NOAA GHCN daily-summaries
2022-08-23,,29.6,,SYE00147760,NOAA GHCN daily-summaries
2022-08-24,34.0,27.5,,SYE00147760,NOAA GHCN daily-summaries
2022-08-25,,29.8,21.4,SYE00147760,NOAA GHCN daily-summaries
2022-08-26,,30.3,,SYE00147760,NOAA GHCN daily-summaries
2022-08-27,,28.0,,SYE00147760,NOAA GHCN daily-summaries
2022-08-28,,32.9,21.4,SYE00147760,NOAA GHCN daily-summaries
2022-08-29,,30.3,,SYE00147760,NOAA GHCN daily-summaries
2022-08-30,,31.2,,SYE00147760,NOAA GHCN daily-summaries
2022-08-31,,35.1,,SYE00147760,NOAA GHCN daily-summaries
2022-09-01,,33.4,,SYE00147760,NOAA GHCN daily-summaries
2022-09-02,,33.3,25.2,SYE00147760,NOAA GHCN daily-summaries
2022-09-03,,33.9,24.6,SYE00147760,NOAA GHCN daily-summaries
2022-09-04,,31.3,24.2,SYE00147760,NOAA GHCN daily-summaries
2022-09-05,36.4,30.0,22.4,SYE00147760,NOAA GHCN daily-summaries
2022-09-06,,29.4,23.4,SYE00147760,NOAA GHCN daily-summaries
2022-09-07,,27.7,,SYE00147760,NOAA GHCN daily-summaries
2022-09-08,35.0,25.6,,SYE00147760,NOAA GHCN daily-summaries
2022-09-09,,31.6,,SYE00147760,NOAA GHCN daily-summaries
2022-09-10,38.0,31.6,,SYE00147760,NOAA GHCN daily-summaries
2022-09-11,37.0,25.9,,SYE00147760,NOAA GHCN daily-summaries
2022-09-12,,30.5,21.0,SYE00147760,NOAA GHCN daily-summaries
2022-09-14,32.2,27.3,22.0,SYE00147760,NOAA GHCN daily-summaries
2022-09-15,,28.9,20.0,SYE00147760,NOAA GHCN daily-summaries
2022-09-16,,27.9,,SYE00147760,NOAA GHCN daily-summaries
2022-09-17,,29.7,20.0,SYE00147760,NOAA GHCN daily-summaries
2022-09-18,,26.4,21.0,SYE00147760,NOAA GHCN daily-summaries
2022-09-19,34.6,30.8,19.5,SYE00147760,NOAA GHCN daily-summaries
2022-09-20,,28.5,,SYE00147760,NOAA GHCN daily-summaries
2022-09-21,,26.9,,SYE00147760,NOAA GHCN daily-summaries
2022-09-22,,24.7,18.0,SYE00147760,NOAA GHCN daily-summaries
2022-09-24,27.4,23.3,16.5,SYE00147760,NOAA GHCN daily-summaries
2022-09-25,,23.9,16.6,SYE00147760,NOAA GHCN daily-summaries
2022-09-26,,26.5,,SYE00147760,NOAA GHCN daily-summaries
2022-09-27,32.2,24.7,13.0,SYE00147760,NOAA GHCN daily-summaries
2022-09-28,,23.6,17.2,SYE00147760,NOAA GHCN daily-summaries
2022-09-29,,27.2,20.0,SYE00147760,NOAA GHCN daily-summaries
2022-09-30,,28.1,,SYE00147760,NOAA GHCN daily-summaries
2022-10-01,36.0,27.6,,SYE00147760,NOAA GHCN daily-summaries
2022-10-02,,29.6,19.0,SYE00147760,NOAA GHCN daily-summaries
2022-10-03,34.5,25.5,,SYE00147760,NOAA GHCN daily-summaries
2022-10-04,32.0,26.4,,SYE00147760,NOAA GHCN daily-summaries
2022-10-05,,25.5,,SYE00147760,NOAA GHCN daily-summaries
2022-10-06,32.1,24.1,,SYE00147760,NOAA GHCN daily-summaries
2022-10-07,31.8,24.4,,SYE00147760,NOAA GHCN daily-summaries
2022-10-08,28.7,22.9,17.0,SYE00147760,NOAA GHCN daily-summaries
2022-10-09,,22.2,15.2,SYE00147760,NOAA GHCN daily-summaries
2022-10-10,28.0,22.1,,SYE00147760,NOAA GHCN daily-summaries
2022-10-11,29.7,21.1,,SYE00147760,NOAA GHCN daily-summaries
2022-10-12,,23.9,14.0,SYE00147760,NOAA GHCN daily-summaries
2022-10-14,,24.7,,SYE00147760,NOAA GHCN daily-summaries
2022-10-15,,19.8,,SYE00147760,NOAA GHCN daily-summaries
2022-10-16,28.0,24.4,14.6,SYE00147760,NOAA GHCN daily-summaries
2022-10-18,30.0,20.6,,SYE00147760,NOAA GHCN daily-summaries
2022-10-19,28.0,23.7,15.0,SYE00147760,NOAA GHCN daily-summaries
2022-10-20,,20.9,,SYE00147760,NOAA GHCN daily-summaries
2022-10-21,27.0,20.4,,SYE00147760,NOAA GHCN daily-summaries
2022-10-22,24.6,20.6,16.0,SYE00147760,NOAA GHCN daily-summaries
2022-10-23,24.2,20.0,12.4,SYE00147760,NOAA GHCN daily-summaries
2022-10-24,26.0,21.9,14.0,SYE00147760,NOAA GHCN daily-summaries
2022-10-25,26.0,21.7,12.0,SYE00147760,NOAA GHCN daily-summaries
2022-10-26,27.0,21.2,15.0,SYE00147760,NOAA GHCN daily-summaries
2022-10-27,27.0,20.5,15.0,SYE00147760,NOAA GHCN daily-summaries
2022-10-28,,21.1,13.0,SYE00147760,NOAA GHCN daily-summaries
2022-10-29,,17.7,11.0,SYE00147760,NOAA GHCN daily-summaries
2022-10-30,26.4,20.7,10.2,SYE00147760,NOAA GHCN daily-summaries
2022-10-31,24.0,19.8,,SYE00147760,NOAA GHCN daily-summaries
2022-11-01,26.4,20.7,11.0,SYE00147760,NOAA GHCN daily-summaries
2022-11-02,,18.8,10.6,SYE00147760,NOAA GHCN daily-summaries
2022-11-03,25.2,18.5,8.9,SYE00147760,NOAA GHCN daily-summaries
2022-11-04,,17.2,,SYE00147760,NOAA GHCN daily-summaries
2022-11-05,,17.4,,SYE00147760,NOAA GHCN daily-summaries
2022-11-06,24.2,18.1,7.7,SYE00147760,NOAA GHCN daily-summaries
2022-11-07,19.0,14.7,13.0,SYE00147760,NOAA GHCN daily-summaries
2022-11-08,16.8,14.9,12.8,SYE00147760,NOAA GHCN daily-summaries
2022-11-09,,15.7,,SYE00147760,NOAA GHCN daily-summaries
2022-11-10,,15.0,,SYE00147760,NOAA GHCN daily-summaries
2022-11-11,,15.9,8.0,SYE00147760,NOAA GHCN daily-summaries
2022-11-12,22.4,17.1,7.5,SYE00147760,NOAA GHCN daily-summaries
2022-11-13,22.0,15.9,7.0,SYE00147760,NOAA GHCN daily-summaries
2022-11-14,,16.6,6.0,SYE00147760,NOAA GHCN daily-summaries
2022-11-15,,18.1,9.9,SYE00147760,NOAA GHCN daily-summaries
2022-11-16,18.0,14.3,,SYE00147760,NOAA GHCN daily-summaries
2022-11-17,17.7,12.4,8.6,SYE00147760,NOAA GHCN daily-summaries
2022-11-18,22.0,14.9,9.0,SYE00147760,NOAA GHCN daily-summaries
2022-11-19,20.4,14.2,,SYE00147760,NOAA GHCN daily-summaries
2022-11-20,22.6,13.3,,SYE00147760,NOAA GHCN daily-summaries
2022-11-21,20.2,15.5,8.0,SYE00147760,NOAA GHCN daily-summaries
2022-11-22,,15.3,10.2,SYE00147760,NOAA GHCN daily-summaries
2022-11-23,,15.3,7.5,SYE00147760,NOAA GHCN daily-summaries
2022-11-24,,14.3,9.0,SYE00147760,NOAA GHCN daily-summaries
2022-11-25,,12.0,,SYE00147760,NOAA GHCN daily-summaries
2022-11-26,15.2,11.2,,SYE00147760,NOAA GHCN daily-summaries
2022-11-27,,9.1,5.0,SYE00147760,NOAA GHCN daily-summaries
2022-11-28,14.6,12.7,,SYE00147760,NOAA GHCN daily-summaries
2022-11-29,15.4,12.7,,SYE00147760,NOAA GHCN daily-summaries
2022-11-30,14.3,11.9,10.0,SYE00147760,NOAA GHCN daily-summaries
2022-12-01,,13.3,8.7,SYE00147760,NOAA GHCN daily-summaries
2022-12-02,,11.4,5.3,SYE00147760,NOAA GHCN daily-summaries
2022-12-03,18.8,11.2,,SYE00147760,NOAA GHCN daily-summaries
2022-12-04,,10.6,5.2,SYE00147760,NOAA GHCN daily-summaries
2022-12-05,,9.6,,SYE00147760,NOAA GHCN daily-summaries
2022-12-06,10.6,8.5,5.3,SYE00147760,NOAA GHCN daily-summaries
2022-12-07,,9.1,,SYE00147760,NOAA GHCN daily-summaries
2022-12-08,11.2,10.2,,SYE00147760,NOAA GHCN daily-summaries
2022-12-09,12.2,10.0,,SYE00147760,NOAA GHCN daily-summaries
2022-12-10,14.2,8.1,4.0,SYE00147760,NOAA GHCN daily-summaries
2022-12-11,15.0,7.0,,SYE00147760,NOAA GHCN daily-summaries
2022-12-12,12.0,10.9,9.0,SYE00147760,NOAA GHCN daily-summaries
2022-12-13,12.0,10.7,10.0,SYE00147760,NOAA GHCN daily-summaries
2022-12-14,12.0,10.8,,SYE00147760,NOAA GHCN daily-summaries
2022-12-15,,11.6,10.0,SYE00147760,NOAA GHCN daily-summaries
2022-12-16,,10.7,,SYE00147760,NOAA GHCN daily-summaries
2022-12-17,15.4,10.1,,SYE00147760,NOAA GHCN daily-summaries
2022-12-19,,8.3,2.5,SYE00147760,NOAA GHCN daily-summaries
2022-12-20,,8.1,3.4,SYE00147760,NOAA GHCN daily-summaries
2022-12-21,,9.6,,SYE00147760,NOAA GHCN daily-summaries
2022-12-22,14.6,9.8,,SYE00147760,NOAA GHCN daily-summaries
2022-12-23,,8.9,5.8,SYE00147760,NOAA GHCN daily-summaries
2022-12-24,15.6,7.3,,SYE00147760,NOAA GHCN daily-summaries
2022-12-25,,8.3,5.0,SYE00147760,NOAA GHCN daily-summaries
2022-12-26,,7.8,,SYE00147760,NOAA GHCN daily-summaries
2022-12-27,13.2,8.4,,SYE00147760,NOAA GHCN daily-summaries
2022-12-28,14.2,7.8,,SYE00147760,NOAA GHCN daily-summaries
2022-12-29,13.2,6.8,,SYE00147760,NOAA GHCN daily-summaries
2022-12-30,,4.4,,SYE00147760,NOAA GHCN daily-summaries
2022-12-31,,7.3,,SYE00147760,NOAA GHCN daily-summaries
2023-01-01,12.4,6.7,0.5,SYE00147760,NOAA GHCN daily-summaries
2023-01-02,13.0,7.6,-0.4,SYE00147760,NOAA GHCN daily-summaries
2023-01-03,,6.3,,SYE00147760,NOAA GHCN daily-summaries
2023-01-04,,7.6,,SYE00147760,NOAA GHCN daily-summaries
2023-01-05,16.4,7.4,0.0,SYE00147760,NOAA GHCN daily-summaries
2023-01-06,12.6,6.3,,SYE00147760,NOAA GHCN daily-summaries
2023-01-07,10.4,6.4,,SYE00147760,NOAA GHCN daily-summaries
2023-01-08,10.6,4.2,1.0,SYE00147760,NOAA GHCN daily-summaries
2023-01-09,,4.0,,SYE00147760,NOAA GHCN daily-summaries
2023-01-11,10.2,3.8,-0.4,SYE00147760,NOAA GHCN daily-summaries
2023-01-12,8.1,4.8,0.2,SYE00147760,NOAA GHCN daily-summaries
2023-01-13,,3.2,,SYE00147760,NOAA GHCN daily-summaries
2023-01-14,,7.4,6.0,SYE00147760,NOAA GHCN daily-summaries
2023-01-15,11.4,8.8,,SYE00147760,NOAA GHCN daily-summaries
2023-01-16,11.0,9.0,,SYE00147760,NOAA GHCN daily-summaries
2023-01-17,,8.5,,SYE00147760,NOAA GHCN daily-summaries
2023-01-18,,9.6,,SYE00147760,NOAA GHCN daily-summaries
2023-01-19,,8.2,,SYE00147760,NOAA GHCN daily-summaries
2023-01-20,,10.9,3.6,SYE00147760,NOAA GHCN daily-summaries
2023-01-21,15.0,7.6,,SYE00147760,NOAA GHCN daily-summaries
2023-01-22,16.0,8.6,3.0,SYE00147760,NOAA GHCN daily-summaries
2023-01-23,,9.2,5.0,SYE00147760,NOAA GHCN daily-summaries
2023-01-24,,8.9,4.0,SYE00147760,NOAA GHCN daily-summaries
2023-01-25,14.2,7.4,1.4,SYE00147760,NOAA GHCN daily-summaries
2023-01-26,14.0,5.2,,SYE00147760,NOAA GHCN daily-summaries
2023-01-27,,7.7,1.0,SYE00147760,NOAA GHCN daily-summaries
2023-01-28,,9.1,,SYE00147760,NOAA GHCN daily-summaries
2023-01-29,10.4,6.9,,SYE00147760,NOAA GHCN daily-summaries
2023-01-30,9.2,7.7,7.0,SYE00147760,NOAA GHCN daily-summaries
2023-01-31,,7.0,,SYE00147760,NOAA GHCN daily-summaries
2023-02-01,,6.2,1.0,SYE00147760,NOAA GHCN daily-summaries
2023-02-02,,7.4,,SYE00147760,NOAA GHCN daily-summaries
2023-02-03,,6.8,,SYE00147760,NOAA GHCN daily-summaries
2023-02-04,,3.7,3.0,SYE00147760,NOAA GHCN daily-summaries
2023-02-05,6.7,4.6,2.4,SYE00147760,NOAA GHCN daily-summaries
2023-02-06,,6.4,,SYE00147760,NOAA GHCN daily-summaries
2023-02-07,10.0,5.8,,SYE00147760,NOAA GHCN daily-summaries
2023-02-08,,2.7,,SYE00147760,NOAA GHCN daily-summaries
2023-02-09,10.0,4.0,,SYE00147760,NOAA GHCN daily-summaries
2023-02-10,8.0,3.1,,SYE00147760,NOAA GHCN daily-summaries
2023-02-11,9.6,4.6,,SYE00147760,NOAA GHCN daily-summaries
2023-02-12,,6.1,,SYE00147760,NOAA GHCN daily-summaries
2023-02-13,,6.1,,SYE00147760,NOAA GHCN daily-summaries
2023-02-14,,4.6,,SYE00147760,NOAA GHCN daily-summaries
2023-02-15,10.2,4.2,,SYE00147760,NOAA GHCN daily-summaries
2023-02-16,10.8,3.9,,SYE00147760,NOAA GHCN daily-summaries
2023-02-17,,6.2,-1.8,SYE00147760,NOAA GHCN daily-summaries
2023-02-18,13.6,7.2,,SYE00147760,NOAA GHCN daily-summaries
2023-02-19,15.0,8.1,,SYE00147760,NOAA GHCN daily-summaries
2023-02-20,15.0,10.6,2.6,SYE00147760,NOAA GHCN daily-summaries
2023-02-21,17.0,11.3,5.8,SYE00147760,NOAA GHCN daily-summaries
2023-02-22,,12.3,2.6,SYE00147760,NOAA GHCN daily-summaries
2023-02-23,,13.7,4.4,SYE00147760,NOAA GHCN daily-summaries
2023-02-24,18.6,12.3,,SYE00147760,NOAA GHCN daily-summaries
2023-02-25,,8.3,,SYE00147760,NOAA GHCN daily-summaries
2023-02-26,19.6,12.4,,SYE00147760,NOAA GHCN daily-summaries
2023-02-27,19.4,14.4,4.6,SYE00147760,NOAA GHCN daily-summaries
2023-02-28,23.6,17.1,6.2,SYE00147760,NOAA GHCN daily-summaries
2023-03-01,24.2,16.6,,SYE00147760,NOAA GHCN daily-summaries
2023-03-02,23.3,14.8,6.6,SYE00147760,NOAA GHCN daily-summaries
2023-03-03,22.4,17.8,,SYE00147760,NOAA GHCN daily-summaries
2023-03-04,,14.5,9.0,SYE00147760,NOAA GHCN daily-summaries
